cancion,artista,playlist,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,Lista Rep,liked
Say My Name - Recorded at Spotify Studios NYC,Hozier,37i9dQZF1DZ06evO1xnOx2,2xbuycY0MolcTZGENc4PuK,0.607,0.462,0,-8.383,0.0551,0.52,1.83e-05,0.229,0.376,This is Hozier,1
NFWMB,Hozier,37i9dQZF1DZ06evO1xnOx2,2iQYqdalv245vrCEM4W9N9,0.379,0.373,3,-12.176,0.0309,0.895,0.0718,0.115,0.352,This is Hozier,1
The Parting Glass - Live from the Late Late Show,Hozier,37i9dQZF1DZ06evO1xnOx2,0WxxSbsSHMoUK1uvWuMEbT,0.266,0.0956,6,-10.047,0.0439,0.96,0.0,0.34,0.472,This is Hozier,1
Would That I,Hozier,37i9dQZF1DZ06evO1xnOx2,37zuIvk4KBkAxxLJsxJaHq,0.521,0.526,5,-6.032,0.0281,0.243,0.00537,0.108,0.502,This is Hozier,1
Moment's Silence (Common Tongue),Hozier,37i9dQZF1DZ06evO1xnOx2,6F980QL4axcqjJDMaV7Ew8,0.516,0.593,0,-5.09,0.0252,0.055,0.0401,0.111,0.53,This is Hozier,1
Shrike,Hozier,37i9dQZF1DZ06evO1xnOx2,3ieUtb4ecQgEYxae8dzEUi,0.506,0.275,7,-8.464,0.0292,0.494,0.00377,0.101,0.0639,This is Hozier,1
"Wasteland, Baby!",Hozier,37i9dQZF1DZ06evO1xnOx2,1HYnjKqSSHh1tdl2Hi57zH,0.427,0.407,2,-9.665,0.0382,0.612,0.386,0.109,0.244,This is Hozier,1
Movement,Hozier,37i9dQZF1DZ06evO1xnOx2,1djzKW3eYLyzjjHXazEWWh,0.381,0.502,1,-5.505,0.0368,0.16,6.98e-05,0.0842,0.147,This is Hozier,1
Sunlight,Hozier,37i9dQZF1DZ06evO1xnOx2,4zvvvHm0b5CBl37tocxm7n,0.464,0.559,7,-4.209,0.0287,0.368,0.000176,0.106,0.368,This is Hozier,1
Ahora Te Puedes Marchar,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,1uKjQoh8JZj9ryuYRhpd7E,0.78,0.877,6,-3.683,0.0427,0.148,2.36e-06,0.0627,0.909,This is Luis Miguel,0
La Incondicional,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,6F9yAYUaNbUhdlQyt5uZ3b,0.374,0.727,10,-4.352,0.0309,0.237,0.0,0.134,0.283,This is Luis Miguel,0
Hasta Que Me Olvides,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,6vPAmoERUMRoTZaCCSWQ12,0.641,0.593,3,-7.884,0.0264,0.46,0.0,0.169,0.437,This is Luis Miguel,0
La Media Vuelta,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,1lKI9y1DL6QnYTZguVmACX,0.631,0.683,7,-8.788,0.0344,0.291,0.0,0.0994,0.708,This is Luis Miguel,0
La bikina - En vivo,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,1jxO9AwMqYynDsuMWKrPvi,0.389,0.71,5,-6.265,0.0351,0.161,0.0,0.918,0.666,This is Luis Miguel,0
Culpable O No - Miénteme Como Siempre,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,7BwxbmYFy0l3ROHDjV2c14,0.54,0.367,0,-14.238,0.0277,0.0367,0.0,0.0433,0.252,This is Luis Miguel,0
Por Debajo De La Mesa,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,4FqfHVML025cwjfhAOFbfa,0.401,0.499,0,-7.643,0.0272,0.217,0.0,0.149,0.262,This is Luis Miguel,0
Sabes Una Cosa,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,21Ullb4TU8qMsQd0Iselng,0.437,0.522,0,-7.048,0.031,0.268,0.0,0.126,0.72,This is Luis Miguel,0
Tengo Todo Excepto a Ti,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,27XboT5Wb8VOn7A0heo3Ei,0.542,0.665,0,-8.121,0.0297,0.522,0.0,0.177,0.417,This is Luis Miguel,0
No Sé Tú,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,2DAsLftcRKP3iarCPmI1RY,0.389,0.443,10,-8.546,0.0304,0.571,0.00178,0.114,0.0888,This is Luis Miguel,0
Suave,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,4p7XH4NhQ25iGYrrbg93gt,0.61,0.677,4,-9.813,0.0325,0.0614,0.0,0.232,0.444,This is Luis Miguel,0
México En La Piel,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,5BPq1UQa1NSN647R6IzD3n,0.483,0.53,0,-6.989,0.0295,0.43,0.0,0.222,0.676,This is Luis Miguel,0
Entrégate,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,5fj3zNkXfOlrJGVcZBId6D,0.516,0.675,8,-7.355,0.0323,0.492,1.29e-05,0.0902,0.381,This is Luis Miguel,0
Sabor a Mi,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,68zSzKkU28AfZvr5FkAUWT,0.663,0.579,10,-6.982,0.0269,0.645,0.0,0.189,0.48,This is Luis Miguel,0
Usted,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,0MHSnVk2CrGP8hIkxpxwMJ,0.493,0.452,10,-10.841,0.0374,0.491,0.00023,0.155,0.474,This is Luis Miguel,0
Échame a Mi La Culpa,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,2TOBMDqbtPP6sAQtWc2Br9,0.571,0.5,7,-5.178,0.028,0.143,0.0,0.303,0.633,This is Luis Miguel,0
Fría Como El Viento,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,2J4qy8RyfwgXHt73cWOE6P,0.559,0.429,0,-13.995,0.0289,0.269,0.0,0.0306,0.3,This is Luis Miguel,0
Amarte es un placer,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,4lQWZGUrquRfH9se6nlmp3,0.242,0.334,10,-9.375,0.0344,0.343,0.0,0.0703,0.0851,This is Luis Miguel,0
Inolvidable,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,2pSZjEpbXwlocV8js7MNmu,0.686,0.672,5,-7.338,0.0372,0.42,0.000359,0.0508,0.85,This is Luis Miguel,0
Cuando Calienta El Sol,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,3hVaK0zn3sVWWY8TvN1Te5,0.686,0.868,0,-3.889,0.0504,0.0738,0.0,0.287,0.557,This is Luis Miguel,0
Te necesito,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,0svWUjefj6RBlIQxA3VCvx,0.557,0.759,10,-6.404,0.0794,0.654,0.0,0.109,0.736,This is Luis Miguel,0
Si tú te atreves,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,4tljir1112UOLjqP2lXn4J,0.478,0.661,2,-5.535,0.0445,0.364,0.0,0.131,0.131,This is Luis Miguel,0
La Barca,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,2MkeDQiyZ8MV45IjLhCPSF,0.491,0.698,0,-6.724,0.0357,0.504,1.81e-06,0.235,0.543,This is Luis Miguel,0
La Gloria Eres Tu,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,5SPUsNcUtRUpAPj7rJq7CD,0.626,0.623,4,-6.888,0.0236,0.397,6.87e-06,0.0777,0.516,This is Luis Miguel,0
Historia De Un Amor,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,6av3uLAacGG7c9fjshWmuH,0.438,0.71,9,-7.607,0.0345,0.342,0.0,0.0881,0.275,This is Luis Miguel,0
Llamarada,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,6JEgMLyMEqFTaoQyMg4vhQ,0.544,0.707,7,-3.568,0.0305,0.118,0.0,0.506,0.631,This is Luis Miguel,0
No Me Platiques Más,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,1kS5xIvvytkr5Ut1JkQ9SM,0.488,0.61,0,-7.646,0.0289,0.382,3.24e-05,0.14,0.237,This is Luis Miguel,0
El Reloj,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,6BTte0lvV5phb00xaxseC4,0.387,0.549,2,-7.74,0.0306,0.301,0.0,0.352,0.667,This is Luis Miguel,0
Palabra De Honor,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,3WY8ecMJJjdepU2k2NoFv1,0.486,0.663,7,-6.28,0.0346,0.443,0.0,0.0984,0.332,This is Luis Miguel,0
Un Hombre Busca a Una Mujer,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,3ZRUhvuUE2lwZF19puKM8P,0.624,0.695,9,-12.47,0.0461,0.385,0.0,0.0637,0.775,This is Luis Miguel,0
Te Extraño,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,1uSRXFGgEkukRZIa9WsX52,0.263,0.402,2,-11.748,0.0308,0.671,0.00149,0.112,0.085,This is Luis Miguel,0
O Tu O Ninguna,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,7u5wdRqlAC4qeRp47e7hce,0.302,0.428,5,-8.814,0.0338,0.479,0.0,0.105,0.119,This is Luis Miguel,0
De Qué Manera Te Olvido,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,0j0ntQup1Wp9ZiQTUvgnhm,0.594,0.462,0,-5.834,0.0272,0.209,0.0,0.257,0.663,This is Luis Miguel,0
La Chica Del Bikini Azul,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,6Ucocvd2YaEJRPmbT4SFgu,0.638,0.794,0,-6.29,0.0316,0.0443,0.000523,0.141,0.749,This is Luis Miguel,0
Soy lo prohibido,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,3zceb1fYe5jdwEmuGvJINO,0.286,0.495,0,-5.671,0.0329,0.496,0.0,0.143,0.475,This is Luis Miguel,0
Oro De Ley,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,2PZtKB8fDoDGLot27oUnWH,0.664,0.866,2,-7.658,0.0588,0.399,0.000126,0.177,0.751,This is Luis Miguel,0
Yo Que No Vivo Sin Ti,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,5SnH7xubfdfvHomShSjiIe,0.458,0.57,2,-9.902,0.0279,0.366,1.41e-06,0.196,0.496,This is Luis Miguel,0
Motivos,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,4yEJ1SNpgfK5GPx3Y0YhIU,0.234,0.409,0,-7.478,0.0301,0.703,0.0,0.355,0.329,This is Luis Miguel,0
Si Nos Dejan - En Vivo,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,04kdbkyXKEGnbRxqLKjchb,0.501,0.685,5,-7.349,0.0325,0.5,0.0,0.953,0.382,This is Luis Miguel,0
Voy a Apagar La Luz / Contigo Aprendí,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,4BCiucu42W0U9Y1eqPaQDx,0.371,0.547,4,-6.89,0.0292,0.139,0.0,0.37,0.204,This is Luis Miguel,0
Todo Y Nada,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,1FJSXlDrgr9AS37w67CPHP,0.358,0.643,2,-7.105,0.037,0.414,4.24e-05,0.0965,0.506,This is Luis Miguel,0
Qué Nivel De Mujer,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,4yakD6EKEjeMezENNCSlcc,0.751,0.911,10,-6.274,0.0619,0.163,1.34e-06,0.304,0.841,This is Luis Miguel,0
No discutamos,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,4LOoLsXcPdAHzPwSznpq3Y,0.485,0.455,7,-5.957,0.0301,0.62,1.42e-06,0.109,0.378,This is Luis Miguel,0
Besame Mucho,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,3llKUN9le04V1enu8MHudF,0.613,0.633,7,-8.636,0.0307,0.384,2.58e-06,0.201,0.591,This is Luis Miguel,0
El Día Que Me Quieras,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,3NKIbFFAioTfznWbnjAMXX,0.215,0.666,8,-6.442,0.0364,0.368,1.88e-06,0.0891,0.244,This is Luis Miguel,0
El Viajero,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,4qb8QUWJCrW3hHuUcSSvmC,0.585,0.547,0,-5.496,0.0293,0.113,0.0,0.0768,0.591,This is Luis Miguel,0
Cómo duele,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,2inyRCfWB1ey6vNX43TTCl,0.451,0.553,11,-5.462,0.0265,0.121,0.0,0.218,0.124,This is Luis Miguel,0
Ayer,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,3PoR4LhD7Y74bPpk8lZ6f7,0.288,0.312,5,-11.31,0.0332,0.777,2.28e-06,0.0865,0.204,This is Luis Miguel,0
Sueña,Luis Miguel,37i9dQZF1DZ06evO1mfBM4,7e3mCGbRFSsYmnGuQf9rMk,0.2,0.628,6,-5.263,0.034,0.542,0.0,0.144,0.132,This is Luis Miguel,0
Rata De Dos Patas,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,2okIVxq5V9JDpATsGA3t36,0.716,0.403,0,-6.325,0.0261,0.55,5.74e-06,0.22,0.685,This is Paquita la del Barrio,0
Cheque En Blanco,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,2aqarSktx1bU8WrZE9lW1X,0.627,0.669,4,-3.807,0.0375,0.544,1.63e-06,0.743,0.723,This is Paquita la del Barrio,0
Tres Veces Te Engañe,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,6M2koULBQ62nB9I3Jn65pT,0.596,0.436,0,-5.841,0.0432,0.411,0.0,0.174,0.595,This is Paquita la del Barrio,0
No Hay Quinto Malo,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,7tsW0yrg4oUGtjmg1FWsCl,0.591,0.318,2,-8.267,0.0442,0.393,0.0,0.295,0.634,This is Paquita la del Barrio,0
Me Saludas A La Tuya,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,17hGgn86Ir7YYtuTnOaKPy,0.546,0.503,10,-5.032,0.0325,0.228,4.1e-05,0.0671,0.839,This is Paquita la del Barrio,0
Romeo Y Su Nieta,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,45q7Y91RaCuQAOk2pCSMGM,0.752,0.67,10,-4.298,0.046,0.457,1.13e-06,0.159,0.781,This is Paquita la del Barrio,0
Azul Celeste,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,3w7qdBBWZFAMIQWpwcTZYj,0.806,0.545,7,-6.383,0.0447,0.382,1.62e-06,0.0834,0.905,This is Paquita la del Barrio,0
Pobre Pistolita,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,7L0IFmQdVsZYwYZjhWFMON,0.754,0.493,0,-5.146,0.0309,0.634,0.0,0.309,0.885,This is Paquita la del Barrio,0
Vivo Contenta,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,0k03oiNaT5Q8RSgYVFangV,0.632,0.62,10,-3.8,0.0315,0.726,1.39e-06,0.325,0.557,This is Paquita la del Barrio,0
Taco Placero,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,4ZnlLJNLuSfy8kcD8fzcCf,0.775,0.456,0,-6.057,0.0299,0.278,3.69e-05,0.0544,0.866,This is Paquita la del Barrio,0
Tu Última Parada,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,2cq4KCN5crkAExksIxbY1x,0.655,0.522,0,-3.639,0.0312,0.603,0.0,0.0947,0.83,This is Paquita la del Barrio,0
Ni Tú Ni Yo (feat. Paquita la del Barrio),Ricardo Arjona,37i9dQZF1DZ06evO0Mu9Si,02JbTH4sGnaUWp11vCR9yI,0.546,0.339,4,-6.479,0.036,0.222,0.0,0.184,0.332,This is Paquita la del Barrio,0
Qué Te Ha Dado Esa Mujer,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,6Id7vopLLiYM3Ay0G1ogK3,0.577,0.479,2,-4.625,0.0272,0.537,1.77e-06,0.294,0.529,This is Paquita la del Barrio,0
Invitame A Pecar,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,7MSO3A4OpN8gJuSP3A0GHK,0.652,0.489,2,-7.86,0.0271,0.601,9.33e-06,0.241,0.842,This is Paquita la del Barrio,0
Al Cuarto Vaso,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,4f5OVJY8AzaIZQWhU49GyE,0.714,0.436,7,-5.544,0.0263,0.359,4.92e-06,0.123,0.68,This is Paquita la del Barrio,0
Hombres Malvados,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,27RnhlWFiG1f5CIQQ0jBEu,0.459,0.565,10,-2.595,0.0367,0.71,3.18e-06,0.0445,0.743,This is Paquita la del Barrio,0
Aquellos Ojos Verdes,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,2oAyvVcDq4an6Ua4EKI4aZ,0.613,0.485,4,-4.63,0.0243,0.614,1.38e-05,0.184,0.463,This is Paquita la del Barrio,0
El Consejo,Ana Bárbara,37i9dQZF1DZ06evO0Mu9Si,0l2TR5bQDGeMdozWEA0YOy,0.732,0.582,2,-4.783,0.0342,0.544,0.0,0.396,0.77,This is Paquita la del Barrio,0
Cancionera De Mi Barrio,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,6Smm0PiTkVwKn9D3e0Py5l,0.498,0.51,0,-4.507,0.0293,0.302,3.18e-06,0.165,0.825,This is Paquita la del Barrio,0
Las Rodilleras,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,6yHsw4b6nyRtf2hBMTSPqm,0.839,0.577,4,-4.103,0.0399,0.671,4.37e-06,0.154,0.923,This is Paquita la del Barrio,0
Abrázame,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,5YHPGr0QtJKcQVc5Oiby5o,0.635,0.523,2,-3.937,0.0244,0.698,0.0,0.383,0.683,This is Paquita la del Barrio,0
Seis Pies Abajo,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,6vToApx4MX31wLOxuKXElW,0.839,0.541,7,-3.007,0.0376,0.419,1.02e-05,0.0305,0.849,This is Paquita la del Barrio,0
Piérdeme El Respeto,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,6dV7WqbLSpTvoF7WjJ18F5,0.402,0.493,0,-5.921,0.0348,0.333,3.78e-06,0.0544,0.742,This is Paquita la del Barrio,0
No Hay Mujeres Feas (Mi Vecinita),Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,1q2TDH6vvl9yWnerXjDFTP,0.911,0.69,3,-5.153,0.0331,0.471,4.09e-06,0.201,0.893,This is Paquita la del Barrio,0
Qué Manera De Perder,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,0gwdKjIEW9hGHWF4ydYfAC,0.568,0.406,7,-4.808,0.0289,0.421,0.0,0.0506,0.618,This is Paquita la del Barrio,0
Anillo De Compromiso,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,1XxEh9Dqk1TYKuUw2aEx9A,0.583,0.377,2,-4.091,0.0282,0.368,2.4e-06,0.0782,0.596,This is Paquita la del Barrio,0
Que Me Perdone Tu Perro,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,6y2UxsOatR4sJ5EU50efyV,0.46,0.51,0,-4.895,0.0318,0.416,1.36e-05,0.0833,0.702,This is Paquita la del Barrio,0
La Bella Lola,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,2ztE0PMxDeodNfEbOhpgO7,0.422,0.485,9,-3.814,0.0272,0.495,2.48e-06,0.0636,0.531,This is Paquita la del Barrio,0
El Peor De Los Caminos,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,1dQl2UEHD7OmehlpbvY2ht,0.518,0.416,2,-4.553,0.0303,0.46,0.0,0.111,0.732,This is Paquita la del Barrio,0
Amor Perdido - En Vivo,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,5eXFtE5Ev8ML1g7q4GkC56,0.696,0.583,4,-3.107,0.036,0.318,0.000161,0.889,0.502,This is Paquita la del Barrio,0
Si Yo Fuera Varón,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,2w04wyxj7qA3FQDCMloExM,0.552,0.452,0,-4.588,0.0458,0.576,0.0,0.0941,0.681,This is Paquita la del Barrio,0
Chango Viejo,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,3KpYi7yoPOW54lWWI0Hlvm,0.695,0.636,9,-3.214,0.0321,0.658,0.0,0.235,0.938,This is Paquita la del Barrio,0
Acá Entre Nos,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,2VueBSzm6AJzAMPwWVigOj,0.515,0.409,0,-4.382,0.031,0.348,3.58e-06,0.0939,0.392,This is Paquita la del Barrio,0
Caminos De Michoacán,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,5lPQD13zjFcgys0Egm08up,0.754,0.457,9,-5.388,0.0328,0.509,6.73e-06,0.0567,0.835,This is Paquita la del Barrio,0
Viejo Rabo Verde,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,2o4nL2zNNn5AQ0jHO9O8Z1,0.722,0.477,10,-5.507,0.0555,0.625,0.0,0.0688,0.949,This is Paquita la del Barrio,0
La Maestra,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,2Ut7MkcbPC4oZEnbp5ExFB,0.492,0.618,0,-3.632,0.0372,0.69,0.0,0.0832,0.816,This is Paquita la del Barrio,0
Exceso De Calcio,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,5IFz8y6hqbZCoDyjrb7vfR,0.695,0.529,10,-3.839,0.0357,0.27,1.03e-06,0.106,0.792,This is Paquita la del Barrio,0
Gracias,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,7zwgbwzK7ZFVmRUDdxFxSL,0.467,0.444,2,-5.34,0.0332,0.397,0.0,0.331,0.73,This is Paquita la del Barrio,0
Camino De Guanajuato,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,4vCAYoQ87KJfEZaRRYeIo2,0.463,0.422,7,-5.6,0.0385,0.258,0.0,0.281,0.739,This is Paquita la del Barrio,0
Mi Razón (with Paquita la del Barrio),La Sonora Santanera,37i9dQZF1DZ06evO0Mu9Si,1qMpZYhcb5ABRkxpKpxFTb,0.867,0.527,0,-5.994,0.0371,0.657,0.000217,0.691,0.842,This is Paquita la del Barrio,0
Paloma Negra,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,1o40aNovMght9klGKTDG9s,0.553,0.332,2,-6.958,0.0307,0.458,4.62e-05,0.295,0.676,This is Paquita la del Barrio,0
No Me Vuelvo A Enamorar,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,2KgbsDLZt3TllBRtFCwrx2,0.606,0.564,2,-5.205,0.0323,0.318,2.08e-05,0.0892,0.625,This is Paquita la del Barrio,0
Las Mujeres Mandan (Mariachi),Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,4tn3MwyXEIc3myrtOGg3Li,0.827,0.468,9,-4.481,0.0536,0.612,0.0,0.0923,0.643,This is Paquita la del Barrio,0
Mi Único Camino,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,0K9DEliKYCyljWztB8WyJY,0.528,0.482,2,-5.284,0.0398,0.551,0.0,0.289,0.75,This is Paquita la del Barrio,0
Y Si Tomo Que,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,6Jl9NjsxKVvoFm30sqA2aA,0.526,0.294,7,-7.794,0.0385,0.604,2.06e-06,0.0963,0.57,This is Paquita la del Barrio,0
Cobarde,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,55Rrm4f7pI4YSTh4a8VYSR,0.818,0.505,9,-5.927,0.0298,0.867,8.59e-05,0.0529,0.676,This is Paquita la del Barrio,0
Juro Que Nunca Volveré,Natalia Jiménez,37i9dQZF1DZ06evO0Mu9Si,4ZGiRo6BxnRTwoSG4Z1dlU,0.457,0.566,5,-5.661,0.0375,0.21,0.0,0.94,0.385,This is Paquita la del Barrio,0
Paloma Querida,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,7LP8uXfunxAJTZmBfjAdwE,0.5,0.412,4,-6.117,0.0457,0.391,1.48e-06,0.153,0.785,This is Paquita la del Barrio,0
Te Voy A Olvidar,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,5gdJADBzAYUTSfmuopimIM,0.553,0.538,10,-3.994,0.039,0.364,4.14e-06,0.084,0.656,This is Paquita la del Barrio,0
Los Bigotones,Paquita La Del Barrio,37i9dQZF1DZ06evO0Mu9Si,5OVcr54TcUQCQr7KhGiWyb,0.72,0.512,0,-4.05,0.0349,0.598,0.0,0.116,0.797,This is Paquita la del Barrio,0
Ya No Somos Ni Seremos,Christian Nodal,3IyNJEsknaSFoUIn8qf1Lr,0UXlu64mDLvfzR8IXMz06J,0.588,0.452,7,-4.75,0.0268,0.437,0.0,0.344,0.734,Banda 2022,0
Chale,Eden Muñoz,3IyNJEsknaSFoUIn8qf1Lr,74WROFXsox6wkeUrEK2DS6,0.551,0.436,8,-8.029,0.0428,0.395,0.0,0.0719,0.862,Banda 2022,0
Pongámonos De Acuerdo,Julión Álvarez y su Norteño Banda,3IyNJEsknaSFoUIn8qf1Lr,1OZpgVRQKkxcoeEocqTMRZ,0.758,0.525,8,-5.913,0.0611,0.43,0.0,0.0747,0.976,Banda 2022,0
Siempre Pendientes,Peso Pluma,3IyNJEsknaSFoUIn8qf1Lr,5PfFHceiEv61KldMOuVrv8,0.774,0.748,0,-7.086,0.0352,0.331,0.0057,0.126,0.714,Banda 2022,0
Si Fuera Fácil,Grupo Marca Registrada,3IyNJEsknaSFoUIn8qf1Lr,7Jph6HJbfURt4Fea19IED3,0.794,0.677,10,-9.969,0.0713,0.446,0.0313,0.076,0.611,Banda 2022,0
Vamos Aclarando Muchas Cosas - En Vivo,Codiciado,3IyNJEsknaSFoUIn8qf1Lr,5gZOpqxK3J5b5BSjzG1PkM,0.718,0.55,10,-5.743,0.0381,0.761,0.0,0.105,0.824,Banda 2022,0
JGL,La Adictiva Banda San José de Mesillas,3IyNJEsknaSFoUIn8qf1Lr,5kpxVMDvYGRmNqawPqDTYR,0.702,0.586,8,-5.317,0.118,0.55,0.0,0.27,0.965,Banda 2022,0
Borracho de Amor,Edwin Luna y La Trakalosa de Monterrey,3IyNJEsknaSFoUIn8qf1Lr,4fYNJdS986IYQWxVoZjY3A,0.646,0.478,7,-5.61,0.0403,0.698,0.0,0.0885,0.94,Banda 2022,0
Ya Supérame (En Vivo),Grupo Firme,3IyNJEsknaSFoUIn8qf1Lr,6HIIuuUIEzH1meVdGbMXyf,0.436,0.4,0,-6.521,0.11,0.463,0.0,0.76,0.568,Banda 2022,0
Te Hubieras Ido Antes,Julión Álvarez y su Norteño Banda,3IyNJEsknaSFoUIn8qf1Lr,2jPufybqAAmiF16Jirt9Ez,0.723,0.476,3,-5.692,0.0474,0.653,0.0,0.059,0.966,Banda 2022,0
Después de Ti ¿Quién?,La Adictiva,3IyNJEsknaSFoUIn8qf1Lr,1UpX5ptkVw2axgCbWWXbvk,0.688,0.529,2,-3.858,0.0316,0.532,2.04e-06,0.158,0.61,Banda 2022,0
Si Te Pudiera Mentir,Calibre 50,3IyNJEsknaSFoUIn8qf1Lr,3p6eieHX6oEOzJStPtEsLu,0.764,0.585,2,-7.796,0.0305,0.348,0.00294,0.369,0.89,Banda 2022,0
El Rescate,Grupo Marca Registrada,3IyNJEsknaSFoUIn8qf1Lr,4w273WCBXwM4P3jTX5HkB2,0.794,0.594,7,-8.698,0.139,0.283,0.000381,0.109,0.637,Banda 2022,0
